TA;doc;url;page;term;portfolio;context
HST12;1-2.pdf;https://www.nice.org.uk/guidance/HST12/documents/1-2#page=25;25;managed access;0;           Managed access agreement (II)                                  Stopping criteria • Patients aged under 3 excluded from stopping criteria as natural decline in
HST12;1-2.pdf;https://www.nice.org.uk/guidance/HST12/documents/1-2#page=26;26;managed access;0;        Managed access agreement (III)                             Stopping criteria • Stop criteria for patients currently on treatment
HST12;1-2.pdf;https://www.nice.org.uk/guidance/HST12/documents/1-2#page=27;27;managed access;0;                          ERG comment          Managed access agreement: stopping rule • Stopping rule described is unlikely to apply to many (if any) patients      – would require patients to experience a rate of decline equivalent to
HST12;1-2.pdf;https://www.nice.org.uk/guidance/HST12/documents/1-2#page=28;28;managed access;0;• Does the committee consider that the MAA proposals will result in   data collection to address current uncertainties? • Are the start and stop criteria in the proposed managed access   agreement appropriate?      –Have all stakeholders been involved in agreeing the criteria?
HST12;1-2.pdf;https://www.nice.org.uk/guidance/HST12/documents/1-2#page=32;32;managed access;0; • April 2018: 2nd Evaluation Committee meeting  Committee considered comments received during consultation, draft  managed access agreement (MAA) and a new commercial offer  proposed by the company    <U+F0D8> Cerliponase was not recommended
HST12;1-2.pdf;https://www.nice.org.uk/guidance/HST12/documents/1-2#page=37;37;managed access;0;               the age of 18 appropriate                Carer and sibling disutility should be stopped after 30 years Managed access MAA would be welcomed, but the proposed agreement required agreement      refinement to ensure it is fit for purpose                                                                                     9
HST12;1-2.pdf;https://www.nice.org.uk/guidance/HST12/documents/1-2#page=42;42;managed access;0;Managed access agreement                          14
HST12;1-2.pdf;https://www.nice.org.uk/guidance/HST12/documents/1-2#page=43;43;managed access;0;Recap - Managed access agreement (I) Note: The Managed Access Agreement will only be implemented if the commercial agreement is considered sufficient by NHS England and Committee
HST12;1-2.pdf;https://www.nice.org.uk/guidance/HST12/documents/1-2#page=43;43;managed access;0;Recap - Managed access agreement (I) Note: The Managed Access Agreement will only be implemented if the commercial agreement is considered sufficient by NHS England and Committee Start criteria
HST12;1-2.pdf;https://www.nice.org.uk/guidance/HST12/documents/1-2#page=44;44;managed access;0;Recap - Managed access agreement (II) Stopping criteria  • Patients aged under 3 excluded from stopping criteria as natural decline in functional
HST12;1-2.pdf;https://www.nice.org.uk/guidance/HST12/documents/1-2#page=45;45;managed access;0;Recap - Managed access agreement (III) Stopping criteria • Stop criteria for patients currently on treatment
HST12;1-2.pdf;https://www.nice.org.uk/guidance/HST12/documents/1-2#page=49;49;managed access;0;    – XXXXXXXXXXXXXXXXXXXXXXXX     – XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX    For further details of data collection see draft Managed Access Agreement (confidential)              Does the company’s new data collection proposals address the committee’s concerns?                                                                                                  21
HST12;1-2.pdf;https://www.nice.org.uk/guidance/HST12/documents/1-2#page=9;9;managed access;0;subgroup         be considered cost-effective. No clinical evidence available for                  this population. Managed access   Welcome consideration of a managed access agreement agreement        including clinical criteria and commercial agreements                                                                                       9
HST12;1-3.pdf;https://www.nice.org.uk/guidance/HST12/documents/1-3#page=6;6;managed access;0;Managed access agreement                          6
HST12;1-3.pdf;https://www.nice.org.uk/guidance/HST12/documents/1-3#page=7;7;managed access;0;Managed access agreement – Recap • The committee previously concluded that the starting and stopping   criteria presented were relevant, and could be incorporated in the
HST12;1-3.pdf;https://www.nice.org.uk/guidance/HST12/documents/1-3#page=7;7;managed access;0;• The committee previously concluded that the starting and stopping   criteria presented were relevant, and could be incorporated in the   proposed managed access agreement. • Previously committee have been satisfied with the data collection   proposal and considered it could address the key clinical uncertainties
